accession	gene	protein_name	length	organism	organism_taxon_id	disease_uniprot_name	disease_uniprot_id	disease_acronym	mim_id	uniprot_url
P9WQK9	pstB2	Phosphate import ATP-binding protein PstB 2	276	Mycobacterium tuberculosis	83332					https://rest.uniprot.org/uniprotkb/P9WQK9
Q10896	nrp	Isonitrile lipopeptide synthase	2512	Mycobacterium tuberculosis	83332					https://rest.uniprot.org/uniprotkb/Q10896
Q79FA4	cut5b	Probable carboxylesterase Culp7	187	Mycobacterium tuberculosis	83332					https://rest.uniprot.org/uniprotkb/Q79FA4
I6Y8F7	mmpR5	HTH-type transcriptional regulator MmpR5	165	Mycobacterium tuberculosis	83332					https://rest.uniprot.org/uniprotkb/I6Y8F7
I6YA50		Putative envelope-preserving system protein Rv2743c	270	Mycobacterium tuberculosis	83332					https://rest.uniprot.org/uniprotkb/I6YA50
I6YC58	mycP4	Mycosin-4	455	Mycobacterium tuberculosis	83332					https://rest.uniprot.org/uniprotkb/I6YC58
I6YCF0	ipdF	(5R,7aS)-5-hydroxy-7a-methyl-1-oxo-2,3,5,6,7,7a-hexahydro-1H-indene-carboxyl-CoA reductase	262	Mycobacterium tuberculosis	83332					https://rest.uniprot.org/uniprotkb/I6YCF0
L7N653	cwlM	N-acetylmuramoyl-L-alanine amidase CwlM	406	Mycobacterium tuberculosis	83332					https://rest.uniprot.org/uniprotkb/L7N653
L7N695	PE5	PE family immunomodulator PE5	102	Mycobacterium tuberculosis	83332					https://rest.uniprot.org/uniprotkb/L7N695
L7N6B4	moaD1	Molybdopterin synthase sulfur carrier subunit	83	Mycobacterium tuberculosis	83332					https://rest.uniprot.org/uniprotkb/L7N6B4
O06793	cut1	Probable carboxylesterase Culp5	174	Mycobacterium tuberculosis	83332					https://rest.uniprot.org/uniprotkb/O06793
O53509		DNA-binding protein Rv2175c	146	Mycobacterium tuberculosis	83332					https://rest.uniprot.org/uniprotkb/O53509
O53789		Uncharacterized HTH-type transcriptional regulator Rv0681	218	Mycobacterium tuberculosis	83332					https://rest.uniprot.org/uniprotkb/O53789
O53857	narS	Sensor histidine kinase NarS	425	Mycobacterium tuberculosis	83332					https://rest.uniprot.org/uniprotkb/O53857
O53900		Uncharacterized ABC transporter permease protein Rv0987	855	Mycobacterium tuberculosis	83332					https://rest.uniprot.org/uniprotkb/O53900
O69623		Apoptosis inhibitor Rv3655c	125	Mycobacterium tuberculosis	83332					https://rest.uniprot.org/uniprotkb/O69623
O69668	egtE	Hercynylcysteine sulfoxide lyase	390	Mycobacterium tuberculosis	83332					https://rest.uniprot.org/uniprotkb/O69668
O69689		Aspartate aminotransferase	435	Mycobacterium tuberculosis	83332					https://rest.uniprot.org/uniprotkb/O69689
O69690	lucA	Lipid uptake coordinator A	254	Mycobacterium tuberculosis	83332					https://rest.uniprot.org/uniprotkb/O69690
P0DOA7	esxV	ESAT-6-like protein EsxV	94	Mycobacterium tuberculosis	83332					https://rest.uniprot.org/uniprotkb/P0DOA7
P0DV54	rpmB3	Large ribosomal subunit protein bL28C	64	Mycobacterium tuberculosis	83332					https://rest.uniprot.org/uniprotkb/P0DV54
P95283		HTH-type transcriptional regulator Rv1931c	259	Mycobacterium tuberculosis	83332					https://rest.uniprot.org/uniprotkb/P95283
P96210	espG1	ESX-1 secretion-associated protein EspG1	283	Mycobacterium tuberculosis	83332					https://rest.uniprot.org/uniprotkb/P96210
P96877		Probable fatty acyl-CoA transferase Rv3272	394	Mycobacterium tuberculosis	83332					https://rest.uniprot.org/uniprotkb/P96877
P96886	accE5	Biotin-dependent acetyl-/propionyl-coenzyme A carboxylase epsilon subunit	177	Mycobacterium tuberculosis	83332					https://rest.uniprot.org/uniprotkb/P96886
P9WF19	vapB5	Putative antitoxin VapB5	86	Mycobacterium tuberculosis	83332					https://rest.uniprot.org/uniprotkb/P9WF19
P9WF33	xerD	Tyrosine recombinase XerD	311	Mycobacterium tuberculosis	83332					https://rest.uniprot.org/uniprotkb/P9WF33
P9WF55	vapC43	Ribonuclease VapC43	147	Mycobacterium tuberculosis	83332					https://rest.uniprot.org/uniprotkb/P9WF55
P9WF75	vapC31	Ribonuclease VapC31	142	Mycobacterium tuberculosis	83332					https://rest.uniprot.org/uniprotkb/P9WF75
P9WF81	vapC28	Ribonuclease VapC28	133	Mycobacterium tuberculosis	83332					https://rest.uniprot.org/uniprotkb/P9WF81
P9WF83	vapC27	Ribonuclease VapC27	137	Mycobacterium tuberculosis	83332					https://rest.uniprot.org/uniprotkb/P9WF83
P9WF91	vapC21	Ribonuclease VapC21	138	Mycobacterium tuberculosis	83332					https://rest.uniprot.org/uniprotkb/P9WF91
P9WF93	vapC19	Ribonuclease VapC19	125	Mycobacterium tuberculosis	83332					https://rest.uniprot.org/uniprotkb/P9WF93
P9WFC1	vapC1	Ribonuclease VapC1	133	Mycobacterium tuberculosis	83332					https://rest.uniprot.org/uniprotkb/P9WFC1
P9WFT1	tyrS	Tyrosine--tRNA ligase	424	Mycobacterium tuberculosis	83332					https://rest.uniprot.org/uniprotkb/P9WFT1
P9WFT5	thrS	Threonine--tRNA ligase	692	Mycobacterium tuberculosis	83332					https://rest.uniprot.org/uniprotkb/P9WFT5
P9WFT9	proS	Proline--tRNA ligase	582	Mycobacterium tuberculosis	83332					https://rest.uniprot.org/uniprotkb/P9WFT9
P9WFV9	gltX	Glutamate--tRNA ligase	490	Mycobacterium tuberculosis	83332					https://rest.uniprot.org/uniprotkb/P9WFV9
P9WFW7	alaS	Alanine--tRNA ligase	904	Mycobacterium tuberculosis	83332					https://rest.uniprot.org/uniprotkb/P9WFW7
P9WFW9	menF	Putative isochorismate synthase MenF	372	Mycobacterium tuberculosis	83332					https://rest.uniprot.org/uniprotkb/P9WFW9
P9WFX3	trpE	Anthranilate synthase component 1	516	Mycobacterium tuberculosis	83332					https://rest.uniprot.org/uniprotkb/P9WFX3
P9WFZ7	oppB	Oligopeptide transport system permease protein OppB	325	Mycobacterium tuberculosis	83332					https://rest.uniprot.org/uniprotkb/P9WFZ7
P9WG01	sugB	Trehalose transport system permease protein SugB	274	Mycobacterium tuberculosis	83332					https://rest.uniprot.org/uniprotkb/P9WG01
P9WG05	pstC2	Phosphate transport system permease protein PstC 2	324	Mycobacterium tuberculosis	83332					https://rest.uniprot.org/uniprotkb/P9WG05
P9WG65	mpt53	Soluble secreted antigen MPT53	173	Mycobacterium tuberculosis	83332					https://rest.uniprot.org/uniprotkb/P9WG65
P9WGA1	tatA	Sec-independent protein translocase protein TatA	83	Mycobacterium tuberculosis	83332					https://rest.uniprot.org/uniprotkb/P9WGA1
P9WGE3	rsfA	Anti-sigma-F factor antagonist RsfA	128	Mycobacterium tuberculosis	83332					https://rest.uniprot.org/uniprotkb/P9WGE3
P9WGU7	lpqW	Probable monoacyl phosphatidylinositol tetramannoside-binding protein LpqW	635	Mycobacterium tuberculosis	83332					https://rest.uniprot.org/uniprotkb/P9WGU7
P9WGZ7	rph	Ribonuclease PH	259	Mycobacterium tuberculosis	83332					https://rest.uniprot.org/uniprotkb/P9WGZ7
P9WH25	rpsI	Small ribosomal subunit protein uS9	151	Mycobacterium tuberculosis	83332					https://rest.uniprot.org/uniprotkb/P9WH25
P9WH35	rpsD	Small ribosomal subunit protein uS4	201	Mycobacterium tuberculosis	83332					https://rest.uniprot.org/uniprotkb/P9WH35
P9WH51	rpsQ	Small ribosomal subunit protein uS17	135	Mycobacterium tuberculosis	83332					https://rest.uniprot.org/uniprotkb/P9WH51
P9WH65	rpsK	Small ribosomal subunit protein uS11	139	Mycobacterium tuberculosis	83332					https://rest.uniprot.org/uniprotkb/P9WH65
P9WH73	nrdF1	Ribonucleoside-diphosphate reductase subunit beta nrdF1	322	Mycobacterium tuberculosis	83332					https://rest.uniprot.org/uniprotkb/P9WH73
P9WHA1	rpmE	Large ribosomal subunit protein bL31	80	Mycobacterium tuberculosis	83332					https://rest.uniprot.org/uniprotkb/P9WHA1
P9WHB5	rplY	Large ribosomal subunit protein bL25	215	Mycobacterium tuberculosis	83332					https://rest.uniprot.org/uniprotkb/P9WHB5
P9WHB9	rplW	Large ribosomal subunit protein uL23	100	Mycobacterium tuberculosis	83332					https://rest.uniprot.org/uniprotkb/P9WHB9
P9WHC3	rplU	Large ribosomal subunit protein bL21	103	Mycobacterium tuberculosis	83332					https://rest.uniprot.org/uniprotkb/P9WHC3
P9WHE1	rplM	Large ribosomal subunit protein uL13	147	Mycobacterium tuberculosis	83332					https://rest.uniprot.org/uniprotkb/P9WHE1
P9WHE3	rplL	Large ribosomal subunit protein bL12	130	Mycobacterium tuberculosis	83332					https://rest.uniprot.org/uniprotkb/P9WHE3
P9WHF9	cysA1	Putative thiosulfate sulfurtransferase	277	Mycobacterium tuberculosis	83332					https://rest.uniprot.org/uniprotkb/P9WHF9
P9WHK9	pyrE	Orotate phosphoribosyltransferase	179	Mycobacterium tuberculosis	83332					https://rest.uniprot.org/uniprotkb/P9WHK9
P9WHM7	purH	Bifunctional purine biosynthesis protein PurH	523	Mycobacterium tuberculosis	83332					https://rest.uniprot.org/uniprotkb/P9WHM7
P9WHR1	rip3	Putative zinc metalloprotease Rip3	393	Mycobacterium tuberculosis	83332					https://rest.uniprot.org/uniprotkb/P9WHR1
P9WHV1	proA	Gamma-glutamyl phosphate reductase	415	Mycobacterium tuberculosis	83332					https://rest.uniprot.org/uniprotkb/P9WHV1
P9WHV3	prmC	Release factor glutamine methyltransferase	304	Mycobacterium tuberculosis	83332					https://rest.uniprot.org/uniprotkb/P9WHV3
P9WHW1	ppiB	Probable peptidyl-prolyl cis-trans isomerase B	308	Mycobacterium tuberculosis	83332					https://rest.uniprot.org/uniprotkb/P9WHW1
P9WI97	phoU1	Phosphate-specific transport system accessory protein PhoU homolog 1	221	Mycobacterium tuberculosis	83332					https://rest.uniprot.org/uniprotkb/P9WI97
P9WIF1	pecA	PE cleavage protein A	558	Mycobacterium tuberculosis	83332					https://rest.uniprot.org/uniprotkb/P9WIF1
P9WIJ3	def	Peptide deformylase	197	Mycobacterium tuberculosis	83332					https://rest.uniprot.org/uniprotkb/P9WIJ3
P9WIL9	pafC	Protein PafC	316	Mycobacterium tuberculosis	83332					https://rest.uniprot.org/uniprotkb/P9WIL9
P9WIN7	mtb12	Low molecular weight antigen MTB12	168	Mycobacterium tuberculosis	83332					https://rest.uniprot.org/uniprotkb/P9WIN7
P9WIU9	nusG	Transcription termination/antitermination protein NusG	238	Mycobacterium tuberculosis	83332					https://rest.uniprot.org/uniprotkb/P9WIU9
P9WIV3	nusA	Transcription termination/antitermination protein NusA	347	Mycobacterium tuberculosis	83332					https://rest.uniprot.org/uniprotkb/P9WIV3
P9WIW1	nuoL	NADH-quinone oxidoreductase subunit L	633	Mycobacterium tuberculosis	83332					https://rest.uniprot.org/uniprotkb/P9WIW1
P9WIW9	nuoN	NADH-quinone oxidoreductase subunit N	531	Mycobacterium tuberculosis	83332					https://rest.uniprot.org/uniprotkb/P9WIW9
P9WJJ9	nadB	L-aspartate oxidase	527	Mycobacterium tuberculosis	83332					https://rest.uniprot.org/uniprotkb/P9WJJ9
P9WJK7	mutA	Probable methylmalonyl-CoA mutase small subunit	615	Mycobacterium tuberculosis	83332					https://rest.uniprot.org/uniprotkb/P9WJK7
P9WJL1	murF	UDP-N-acetylmuramoyl-tripeptide--D-alanyl-D-alanine ligase	510	Mycobacterium tuberculosis	83332					https://rest.uniprot.org/uniprotkb/P9WJL1
P9WJP3	menC	o-succinylbenzoate synthase	326	Mycobacterium tuberculosis	83332					https://rest.uniprot.org/uniprotkb/P9WJP3
P9WJR1	moaE2	Molybdopterin synthase catalytic subunit 2	141	Mycobacterium tuberculosis	83332					https://rest.uniprot.org/uniprotkb/P9WJR1
P9WJS1	moaA2	GTP 3',8-cyclase 2	360	Mycobacterium tuberculosis	83332					https://rest.uniprot.org/uniprotkb/P9WJS1
P9WJW5	ogt	Methylated-DNA--protein-cysteine methyltransferase	165	Mycobacterium tuberculosis	83332					https://rest.uniprot.org/uniprotkb/P9WJW5
P9WJX9	tap	Multidrug efflux pump Tap	419	Mycobacterium tuberculosis	83332					https://rest.uniprot.org/uniprotkb/P9WJX9
P9WK73	lppN	Putative lipoprotein LppN	175	Mycobacterium tuberculosis	83332					https://rest.uniprot.org/uniprotkb/P9WK73
P9WK85	lipR	Putative acetyl-hydrolase LipR	308	Mycobacterium tuberculosis	83332					https://rest.uniprot.org/uniprotkb/P9WK85
P9WKA3		Putative diacyglycerol O-acyltransferase Rv0895	505	Mycobacterium tuberculosis	83332					https://rest.uniprot.org/uniprotkb/P9WKA3
P9WKB3		Putative diacyglycerol O-acyltransferase Rv2484c	491	Mycobacterium tuberculosis	83332					https://rest.uniprot.org/uniprotkb/P9WKB3
P9WLT7	bsaP	Biotin synthase auxiliary protein	79	Mycobacterium tuberculosis	83332					https://rest.uniprot.org/uniprotkb/P9WLT7
P9WM65		Acyl carrier protein Rv0100	78	Mycobacterium tuberculosis	83332					https://rest.uniprot.org/uniprotkb/P9WM65
P9WMA9		Dormancy associated translation inhibitor	273	Mycobacterium tuberculosis	83332					https://rest.uniprot.org/uniprotkb/P9WMA9
P9WMF1		HTH-type transcriptional regulator Rv0880	143	Mycobacterium tuberculosis	83332					https://rest.uniprot.org/uniprotkb/P9WMF1
P9WMH5	cmr	HTH-type transcriptional regulator Cmr	244	Mycobacterium tuberculosis	83332					https://rest.uniprot.org/uniprotkb/P9WMH5
P9WML9	hisB	Imidazoleglycerol-phosphate dehydratase	210	Mycobacterium tuberculosis	83332					https://rest.uniprot.org/uniprotkb/P9WML9
P9WMP5	hemB	Delta-aminolevulinic acid dehydratase	329	Mycobacterium tuberculosis	83332					https://rest.uniprot.org/uniprotkb/P9WMP5
P9WMT5	grpE	Protein GrpE	235	Mycobacterium tuberculosis	83332					https://rest.uniprot.org/uniprotkb/P9WMT5
P9WMT9	greA	Transcription elongation factor GreA	164	Mycobacterium tuberculosis	83332					https://rest.uniprot.org/uniprotkb/P9WMT9
P9WMU5		Putative gluconeogenesis factor	342	Mycobacterium tuberculosis	83332					https://rest.uniprot.org/uniprotkb/P9WMU5
P9WMV3	gmhB	D-glycero-alpha-D-manno-heptose-1,7-bisphosphate 7-phosphatase	190	Mycobacterium tuberculosis	83332					https://rest.uniprot.org/uniprotkb/P9WMV3
P9WMX7		PGL/p-HBAD biosynthesis glycosyltransferase Rv2957	256	Mycobacterium tuberculosis	83332					https://rest.uniprot.org/uniprotkb/P9WMX7
P9WMZ7	aftC	Alpha-(1->3)-arabinofuranosyltransferase	433	Mycobacterium tuberculosis	83332					https://rest.uniprot.org/uniprotkb/P9WMZ7
P9WMZ9		Polyprenol-phosphate-mannose-dependent alpha-(1-2)-phosphatidylinositol mannoside mannosyltransferase	427	Mycobacterium tuberculosis	83332					https://rest.uniprot.org/uniprotkb/P9WMZ9
P9WN09		PGL/p-HBAD biosynthesis rhamnosyltransferase	449	Mycobacterium tuberculosis	83332					https://rest.uniprot.org/uniprotkb/P9WN09
P9WN31	glnB	Nitrogen regulatory protein P-II	112	Mycobacterium tuberculosis	83332					https://rest.uniprot.org/uniprotkb/P9WN31
P9WN57	folE	GTP cyclohydrolase 1	202	Mycobacterium tuberculosis	83332					https://rest.uniprot.org/uniprotkb/P9WN57
P9WNS7	dus	Probable tRNA-dihydrouridine synthase	389	Mycobacterium tuberculosis	83332					https://rest.uniprot.org/uniprotkb/P9WNS7
P9WNX9	gabD1	Succinate-semialdehyde dehydrogenase [NADP(+)] 1	457	Mycobacterium tuberculosis	83332					https://rest.uniprot.org/uniprotkb/P9WNX9
P9WP03	deoC	Deoxyribose-phosphate aldolase	224	Mycobacterium tuberculosis	83332					https://rest.uniprot.org/uniprotkb/P9WP03
P9WP11		F420H(2)-dependent quinone reductase Rv1558	148	Mycobacterium tuberculosis	83332					https://rest.uniprot.org/uniprotkb/P9WP11
P9WP99		Corrinoid adenosyltransferase	193	Mycobacterium tuberculosis	83332					https://rest.uniprot.org/uniprotkb/P9WP99
P9WPI1	eccA5	ESX-5 secretion system protein EccA5	610	Mycobacterium tuberculosis	83332					https://rest.uniprot.org/uniprotkb/P9WPI1
P9WPJ3	cas2	CRISPR-associated endoribonuclease Cas2	113	Mycobacterium tuberculosis	83332					https://rest.uniprot.org/uniprotkb/P9WPJ3
P9WPS5	ctpI	Probable cation-transporting ATPase I	1632	Mycobacterium tuberculosis	83332					https://rest.uniprot.org/uniprotkb/P9WPS5
P9WPU3	kdpB	Potassium-transporting ATPase ATP-binding subunit	709	Mycobacterium tuberculosis	83332					https://rest.uniprot.org/uniprotkb/P9WPU3
P9WPV3	atpFH	ATP synthase subunit b-delta	446	Mycobacterium tuberculosis	83332					https://rest.uniprot.org/uniprotkb/P9WPV3
P9WQ07	apt	Adenine phosphoribosyltransferase	212	Mycobacterium tuberculosis	83332					https://rest.uniprot.org/uniprotkb/P9WQ07
P9WQ13	end	Probable endonuclease 4	252	Mycobacterium tuberculosis	83332					https://rest.uniprot.org/uniprotkb/P9WQ13
P9WQ67		Uncharacterized protein Rv3778c	398	Mycobacterium tuberculosis	83332					https://rest.uniprot.org/uniprotkb/P9WQ67
P9WQ83		Putative cystathionine beta-lyase	407	Mycobacterium tuberculosis	83332					https://rest.uniprot.org/uniprotkb/P9WQ83
P9WQ91	aspC	Alanine aminotransferase	429	Mycobacterium tuberculosis	83332					https://rest.uniprot.org/uniprotkb/P9WQ91
P9WQC7	adhB	Alcohol dehydrogenase B	375	Mycobacterium tuberculosis	83332					https://rest.uniprot.org/uniprotkb/P9WQC7
P9WQF7	fadE10	Probable acyl-CoA dehydrogenase FadE10	650	Mycobacterium tuberculosis	83332					https://rest.uniprot.org/uniprotkb/P9WQF7
P9WQG3	fadE12	Acyl-CoA dehydrogenase FadE12	388	Mycobacterium tuberculosis	83332					https://rest.uniprot.org/uniprotkb/P9WQG3
P9WQH1	ackA	Acetate kinase	385	Mycobacterium tuberculosis	83332					https://rest.uniprot.org/uniprotkb/P9WQH1
P9WQK5		Uncharacterized ABC transporter ATP-binding protein Rv0073	330	Mycobacterium tuberculosis	83332					https://rest.uniprot.org/uniprotkb/P9WQK5
Q50703	PPE57	PPE family protein PPE57	176	Mycobacterium tuberculosis	83332					https://rest.uniprot.org/uniprotkb/Q50703
Q79FS8	PE9	PE family protein PE9	144	Mycobacterium tuberculosis	83332					https://rest.uniprot.org/uniprotkb/Q79FS8
Q79FU0	PE_PGRS18	PE-PGRS family protein PE_PGRS18	457	Mycobacterium tuberculosis	83332					https://rest.uniprot.org/uniprotkb/Q79FU0
Q79FU2	PE_PGRS17	PE-PGRS family protein PE_PGRS17	331	Mycobacterium tuberculosis	83332					https://rest.uniprot.org/uniprotkb/Q79FU2
I6XHJ3	fadA6	Steroid 3-ketoacyl-CoA thiolase FadA6	407	Mycobacterium tuberculosis	83332					https://rest.uniprot.org/uniprotkb/I6XHJ3
I6YDK7	accD1	Biotin-dependent 3-methylcrotonyl-coenzyme A carboxylase beta1 subunit	529	Mycobacterium tuberculosis	83332					https://rest.uniprot.org/uniprotkb/I6YDK7
I6YGS0	ephA	Epoxide hydrolase A	322	Mycobacterium tuberculosis	83332					https://rest.uniprot.org/uniprotkb/I6YGS0
L0T2H7	PE_PGRS1	PE-PGRS family protein PE_PGRS1	496	Mycobacterium tuberculosis	83332					https://rest.uniprot.org/uniprotkb/L0T2H7
L0T864	fpg2	Uncharacterized formamidopyrimidine-DNA glycosylase-like protein	158	Mycobacterium tuberculosis	83332					https://rest.uniprot.org/uniprotkb/L0T864
O05910	tacA	Antitoxin TacA	158	Mycobacterium tuberculosis	83332					https://rest.uniprot.org/uniprotkb/O05910
O06380		Carboxypeptidase Rv3627c	461	Mycobacterium tuberculosis	83332					https://rest.uniprot.org/uniprotkb/O06380
O06550		HTH-type transcriptional regulator Rv1152	121	Mycobacterium tuberculosis	83332					https://rest.uniprot.org/uniprotkb/O06550
O08343	tatD	Uncharacterized metal-dependent hydrolase TatD	264	Mycobacterium tuberculosis	83332					https://rest.uniprot.org/uniprotkb/O08343
O08446		HTH-type transcriptional regulator Rv0324	226	Mycobacterium tuberculosis	83332					https://rest.uniprot.org/uniprotkb/O08446
O33192	lprJ	Putative lipoprotein LprJ	127	Mycobacterium tuberculosis	83332					https://rest.uniprot.org/uniprotkb/O33192
O53193		Thioredoxin-like reductase Rv2466c	207	Mycobacterium tuberculosis	83332					https://rest.uniprot.org/uniprotkb/O53193
O53368	sdhC	Succinate dehydrogenase 2 membrane subunit SdhC	136	Mycobacterium tuberculosis	83332					https://rest.uniprot.org/uniprotkb/O53368
O53451	mazE3	Antitoxin MazE3	106	Mycobacterium tuberculosis	83332					https://rest.uniprot.org/uniprotkb/O53451
O53582	aftB	Terminal beta-(1->2)-arabinofuranosyltransferase	627	Mycobacterium tuberculosis	83332					https://rest.uniprot.org/uniprotkb/O53582
O53779	vapC26	Ribonuclease VapC26	135	Mycobacterium tuberculosis	83332					https://rest.uniprot.org/uniprotkb/O53779
O53945	mycP5	Mycosin-5	585	Mycobacterium tuberculosis	83332					https://rest.uniprot.org/uniprotkb/O53945
O86311		Multidrug efflux system ATP-binding protein Rv1218c	311	Mycobacterium tuberculosis	83332					https://rest.uniprot.org/uniprotkb/O86311
P71623	vapC22	Ribonuclease VapC22	130	Mycobacterium tuberculosis	83332					https://rest.uniprot.org/uniprotkb/P71623
P71635	csm6	CRISPR system endoribonuclease Csm6	415	Mycobacterium tuberculosis	83332					https://rest.uniprot.org/uniprotkb/P71635
P71725	octT	Diglucosylglycerate octanoyltransferase	247	Mycobacterium tuberculosis	83332					https://rest.uniprot.org/uniprotkb/P71725
P95231	cysE	Serine acetyltransferase	229	Mycobacterium tuberculosis	83332					https://rest.uniprot.org/uniprotkb/P95231
P95257	secBL	SecB-like chaperone Rv1957	181	Mycobacterium tuberculosis	83332					https://rest.uniprot.org/uniprotkb/P95257
P95272	mazF5	Probable endoribonuclease MazF5	109	Mycobacterium tuberculosis	83332					https://rest.uniprot.org/uniprotkb/P95272
